label,value,context
LeaseCost,"9,269,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
TangibleAssetImpairmentCharges,"3,036,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
DeferredForeignIncomeTaxExpenseBenefit,"-140,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
OtherNonoperatingIncomeExpense,"-299,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateContinuingOperations,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
DeferredStateAndLocalIncomeTaxExpenseBenefit,"-325,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
StockRepurchasedAndRetiredDuringPeriodShares,"318,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NetCashProvidedByUsedInOperatingActivities,"212,916,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncomeTaxExpenseBenefit,"22,252,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NonoperatingIncomeExpense,"1,835,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
AdvertisingExpense,"6,730,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,"42,709,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
PaymentsOfDividends,"10,143,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,"-1,979,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
OperatingLeaseCost,"6,307,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EarningsPerShareDiluted,47,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
GoodwillAcquiredDuringPeriod,"357,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NetIncomeLossAttributableToParentDiluted,"124,658,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
ImpairmentOfLongLivedAssetsHeldForUse,"9,683,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NetCashProvidedByUsedInInvestingActivities,"-100,615,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
InvestmentIncomeInterest,"4,617,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
CostOfRevenue,"81,369,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,"134,866,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
DeferredFederalIncomeTaxExpenseBenefit,"-7,418,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
GeneralAndAdministrativeExpense,"32,964,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NetCashProvidedByUsedInFinancingActivities,"-82,417,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
ProceedsFromSaleAndMaturityOfMarketableSecurities,"35,131,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
CurrentFederalTaxExpenseBenefit,"20,597,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,"-1,311,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"12,044,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
FinanceLeasePrincipalPayments,"3,877,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
WeightedAverageNumberOfDilutedSharesOutstanding,"7,945,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"146,910,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,"992,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,"12,520,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
IncreaseDecreaseInAccruedLiabilities,"9,704,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
DeferredIncomeTaxExpenseBenefit,"-7,883,000,000",c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
NumberOfReportableSegments,2,c-1_c-11_c-12_c-19_c-20_c-21_c-28_c-29_c-30_c-36_c-37_c-38_c-59_c-60_c-61_c-62_c-63_c-64_c-65_c-66_c-67_c-68_c-69_c-70_c-71_c-72_c-73_c-74_c-75_c-76_c-77_c-78_c-79_c-80_c-81_c-82_c-83_c-84_c-85_c-86_c-87_c-88_c-133_c-134_c-135_c-136_c-137_c-138_c-213_c-214_c-215_c-266_c-267_c-268_c-269_c-270_c-271_c-272_c-273_c-275_c-276_c-277_c-278_c-279_c-280_c-281_c-282_c-283_c-284_c-285_c-286_c-18_c-27_c-35
